Numero	Nom	Nom_recherche	Prenom	Autre_nom	Autre_prenom	Sexe	Dates_vie	Lieu_naiss	Date_naiss	Date_naiss_complete	Date_mort	Date_mort_complete	Musicien	S16	S17	S18	S19	S20	Vivant	Lettres	Profession	Domaine	Valdensia1	Valdensia2	Date_creation	Date_modification	Signature	Encours	Wikipedia	ArchiveBN
5349	Chaudet	CHAUDET	Jean-Paul			H	-1932		1932		9999		0	0	0	0	0	0	1		vigneron / syndic	viticulture / politique			20/06/2006	05/09/2007		1	0	0
5352	Carrel	CARREL	Charlotte			F			0		9999		0	0	0	0	0	0	1		directrice de Rock Oz'Arènes	musique			26/06/2006			1	0	0
5354	Robert	ROBERT	Olivier			H	-1957		1957		9999		0	0	0	0	0	0	1		historien / archiviste / UNIL	histoire / archivistique / UNIL	VDAS	 	26/06/2006	21/03/2010	BS	1	0	0
5357	Daïna	DAINA	André			H	-1940		1940		9999		0	0	0	0	0	0	1		chimiste / arbitre	chimie / football	ParVDAS		27/06/2006	06/04/2009	TD	1	0	0
5358	Dubois	DUBOIS	Marcel			H	-1928		1928		9999		0	0	0	0	0	0	1		vigneron / politicien	viticulture / politique	VDAS		27/06/2006	06/04/2009	TD	1	0	0
5361	Borin	BORIN	Yvan			H	-1964		1964		9999		0	0	0	0	0	0	1	boyv	écrivain	littérature	ParVDAC	 	28/06/2006	27/05/2011	BS	0	8	0
5362	Andersson	ANDERSSON	Nils		Freddy-Nils	H	-1933	Lausanne	1933	14/02/1933	9999		0	0	0	0	0	0	1	andn	éditeur -> 1967 des éditions La Cité	édition / Editions La Cité	ParVDAC	VDAC	28/06/2006	21/12/2016	BS	1	0	0
5363	Buchheim	BUCHHEIM	Cléo			F	-1986		1986	23/06/1986	9999		0	0	0	0	0	0	1	buch	écrivain / avocate	littérature	 	 	28/06/2006	22/07/2014	BS	0	0	0
5364	Küng	KUNG	Hélène		Hélène Kung	F	-1957		1957	02/11/1957	9999		0	0	0	0	0	0	1	kuhe	pasteure / écrivain	théologie / protestantisme / littérature	VDAS	VDAC	28/06/2006	22/10/2014	TD	0	15	0
5369	Pasche	PASCHE	Théodore			H	1879-1965		1879		1965		0	0	0	0	1	0	0		peintre / artiste	peinture	VDAC		30/06/2006	10/03/2009	BS	1	0	0
5370	Steinlen	STEINLEN	Marguerite			F	1893-1982		1893		1982		0	0	0	0	1	0	0		peintre / écrivain / journaliste	peinture / littérature / journaliste	ParVDAC	 	30/06/2006	13/03/2010	BS	1	0	0
5373	Morax	MORAX	Jean-Marc	Jean Morax	Jean	H	1838-1913		1838	1838.05.18	1913	01/01/1913	0	0	0	0	1	0	0	morjm	médecin	médecine	VDAS	VDAC	03/07/2006	23/10/2012	TD	0	21	0
5381	Fauve	FAUVE		Nicolas Julliard / Sombre		H	-1972	Genève	1972	21/03/1972	9999		1	0	0	0	0	0	1		musicien / chanteur / compositeur / auteur / critique musical	musique / variété / chant / critique musicale	VDAC	 	04/07/2006	25/02/2014	FRU	0	6	0
5382	Brocher	BROCHER	Jean			H	1899-1979		1899		1979		0	0	0	0	0	1	0		réalisateur	cinéma	 	 	04/07/2006	10/08/2010	TD	1	0	0
5383	Sumi	SUMI	Aline			F	-1977		1977		9999		0	0	0	0	0	0	1		chanteuse / musicienne 	chant / rock / variété / musique	VDAC	 	04/07/2006	10/03/2010	BS	1	0	0
5384	Maubert	MAUBERT	Alexandre			H	-1974		1974		9999		0	0	0	0	0	0	1	maal	écrivain	littérature	VDAC	 	05/07/2006	23/07/2011	BS	0	15	0
5387	Debraine	DEBRAINE	Yves			H	1925-2011		1925		2011		0	0	0	0	0	1	0		photographe / reporter	photographie / reportage photo	ParVDAC	ParVDAS	05/07/2006	02/04/2011	BS	1	0	0
5388	Crespo	CRESPO	Luis	Alphonse Crespo	Louis Alphonse Crespo	H	-1943		1943	24/07/1943	9999		0	0	0	0	0	0	1	crel	écrivain / médecin	littérature / médecine	ParVDAS	ParVDAC	05/07/2006	22/09/2014	BS	0	12	0
5390	Gloor	GLOOR	Bernard			H	-1942		1942		9999		0	0	0	0	0	0	1						05/07/2006			1	0	0
5394	Capt	CAPT	Daniel			H	-1924		1924		9999		0	0	0	0	0	0	1	reyf	horloger / journaliste	horlogerie / journalisme			07/07/2006	03/05/2007		1	0	0
5397	Meyer	MEYER	Berivan			F	1982?-		1982		9999		0	0	0	0	0	0	1		créatrice de mode / styliste	mode			07/07/2006	20/11/2007		1	0	0
5400	Dufour	DUFOUR	Arnaud				-1970		1970		9999		0	0	0	0	0	0	1		informaticien	informatique	TempVDA	 	10/07/2006	28/03/2012	BS	1	0	0
5401	Mottaz Baran	MOTTAZ BARAN	Arlette			F	-1952		1952		9999		0	0	0	0	0	0	1		enseignante UNIL	sciences sociales	VDAS	 	10/07/2006	02/05/2010	BS	1	0	0
5403	Bruggmann	BRUGGMANN	Matthias			H	-1978		1978		9999		0	0	0	0	0	0	1		photographe	photographie	ParVDAC	 	11/07/2006	21/10/2011	BS	0	0	0
5405	Party	PARTY	Ian			H	-1977		1977		9999		0	0	0	0	0	0	1		typographe / designer	design / typographie	VDAC	 	11/07/2006	11/04/2010	BS	1	0	0
5411	Huser	HUSER	Gilbert			H	1944-2000		1944		2000		0	0	0	0	0	1	0		architecte / syndic	architecture / politique	VDAC	 	11/07/2006	28/07/2010	BS	1	0	0
5413	Kern	KERN	Charles			H	1905-1986		1905		1986		0	0	0	0	0	1	0		photographe	photographie	VDAC	 	11/07/2006	06/07/2010	BS	1	0	0
5415	Husson	HUSSON	Jean-David			H	1936-1990		1936		1990		0	0	0	0	0	1	0		préfet	administration	VDAS	 	11/07/2006	28/07/2010	BS	1	0	0
5418	Jomini	JOMINI	Françoise			F	-1944		1944		9999		0	0	0	0	0	0	1		infirmière / politicienne	santé / politique	VDAS	 	11/07/2006	24/07/2010	BS	1	0	0
5421	Lienhard	LIENHARD	Jacques			H	-1936		1936		9999		0	0	0	0	0	0	1		enseignant / politicien	enseignement / politique	VDAS	 	11/07/2006	04/07/2010	BS	1	0	0
5426	Peller	PELLER	Hugo			H	-1917		1917		9999		0	0	0	0	0	1	0		relieur	reliure / livre	TempVDA	 	17/07/2006	06/04/2010	BS	1	0	0
5427	Raiss	RAISS	Jean Georges			H	1797-1883		1797		1883		0	0	0	1	0	0	0		pasteur /  Eglise libre  / Zofingien	religion / protestantisme / Eglise libre / Société de Zofingue	ParVDAS	ParVDAC	19/07/2006	27/02/2011	BS	1	0	0
5428	Briatte	BRIATTE	Georges-François			H	1805-1877		1805		1877		0	0	0	0	1	0	0		avocat / député	avocat / député / Grand-Conseil vaudois			19/07/2006			1	0	0
5429	Rodieux	RODIEUX	Louis			H	1803-1836		1803		1836	1836.02.22	0	0	0	0	1	0	0		enseignant Académie / bibliothécaire	enseignement grec / Académie / bibliothèque cantonale / archéologie grecque	VDAS	VDAC	19/07/2006	19/10/2012	TD	0	0	0
5430	Baup	BAUP	Jean			H	1880-1955		1880		1955		0	0	0	0	1	0	0		avocat / député Grand Conseil / conseiller d'Etat				19/07/2006			1	0	0
5431	Baup	BAUP	Charles			H	1811-1853		1811		1853		0	0	0	0	1	0	0		pasteur /  Eglise libre  /Zofingien	religion / protestantisme / Eglise libre / Société de Zofingue	VDAS	VDAC	19/07/2006	29/08/2010	BS	1	0	0
5432	Herminjard	HERMINJARD	Aimé-Louis			H	1817-1900		1817	1817.11.17	1900	11/12/1900	0	0	0	0	1	0	0	herm	précepteur / théologien 	éducation / théologie / Eglise libre	VDAS	VDAC	19/07/2006	19/10/2012	TD	0	2	0
5433	Reymond	REYMOND	Alexis	Alexis-Philis Reymond		H	1816-1877	Goumoëns	1816	1816.12.12	1877	1877.08.01	0	0	0	0	1	0	0	real	pasteur /  Eglise libre  / Zofingien / pasteur à Marterey 1863-1877	religion / protestantisme / Eglise libre / Société de Zofingue	VDAS	VDAC	19/07/2006	30/12/2016	BS	1	0	0
5436	Herbette	HERBETTE	Jean			H	1878-1960		1878		1960		0	0	0	0	1	0	0	herb	journaliste / ambassadeur	journalisme / ambassade / diplomatie	TempVDA	 	19/07/2006	19/10/2012	TD	0	0	0
5439	Matter	MATTER	Claude Anne-Marie			F	-1964		1964		9999		0	0	0	0	0	0	1	matc	architecte	architecture			20/07/2006	20/07/2006		1	0	0
5440	Neuenschwander Feihl	NEUENSCHWANDER FEIHL	Joëlle			F	-1958		1958		9999		0	0	0	0	0	0	1		historienne d'art /	histoire de l'art / architecture	VDAS	 	20/07/2006	15/04/2010	BS	1	0	0
5442	Golaz	GOLAZ	Donat-Louis			H	1852-1900	Buttes	1852	1852.07.07	9999	14/07/1900	0	0	0	0	1	0	0		conseiller aux Etats  / notaire	Conseil d'Etat / notariat	 	 	21/07/2006	29/01/2014	STAG1	1	0	0
5443	Fehr	FEHR	Edouard			H	1808-1894		1808		1894		0	0	0	0	1	0	0		journaliste / éditeur				21/07/2006	04/12/2006		1	0	0
5446	Bridel	BRIDEL	Auguste			H	1856-1917		1856	1856.07.21	1917	03/01/1917	0	0	0	0	1	0	0		éditeur	édition	VDAS	VDAC	21/07/2006	22/10/2012	TD	0	21	0
5447	Bercher	BERCHER	Henri-E.		Henri-Edouard	H	1877-1970	Vevey	1877	1877.12.19	9999	14/08/1970	0	0	0	0	1	0	0		peintre  / décorateur	peinture /  décoration	VDAC	 	21/07/2006	16/11/2016	BS	1	0	0
5448	Vallouy	VALLOUY	Paul-Aimé			H	1832-1899		1832		1899		0	0	0	0	1	0	0		peintre / enseignant	peinture / enseignement	VDAC	 	21/07/2006	15/02/2010	BS	1	0	0
5450	Cunier	CUNIER	Robert			H	1852-1916	Neuveville	1852	1852.03.11	1916	191610.02	0	0	0	0	1	0	0		médecin / mécène / philanthrope	médecine / mécénat / philanthropie	 	 	21/07/2006	10/04/2016	BS	0	0	0
5452	Fricker	FRICKER	Charles				1867-1924	Rolle	1867	1867.06.16	1924	13/07/1924	0	0	0	0	1	0	0				 	 	21/07/2006	28/10/2013	BS	1	0	0
5453	Chavan	CHAVAN	Aimé			H	1873-1927		1873		1927		0	0	0	0	1	0	0		théologien / enseignant UNIL	théologie / enseignement	VDAS	VDAC	21/07/2006	28/10/2011	BS	0	21	0
5454	Haller	HALLER	Albert de			H	1842-1916		1842		1916		0	0	0	0	1	0	0		député / président du synode vaudois		VDAS	VDAC	21/07/2006	26/07/2010	BS	1	0	0
5455	Roud	ROUD	Auguste			H	1871-1931	Savigny	1871	1871.01.14	9999	17/03/1931	0	0	0	0	1	0	0		médecin / enseignant UNIL	médecine / enseignement	VDAS	VDAC	21/07/2006	06/12/2013	STAG1	1	0	0
5458	Jomini	JOMINI	François			H	1828-1913	Payerne	1828	1828.10.21	1913	04/01/1913	0	0	0	0	1	0	0		pasteur / conservateur Musée d'Avenches / Zofingien	religion / Musée cantonal et médaillier d'Avenches / Société de Zofingue	VDAS	VDAC	24/07/2006	26/05/2016	BS	0	21	0
5459	Vulliemin	VULLIEMIN	Charles			H	1829-1913		1829		1913		0	0	0	0	1	0	0		parolier	chant	VDAC	VDAS	24/07/2006	02/03/2010	BS	1	0	0
5460	Cossy	COSSY	Robert			H	1861-1920		1861		1920		0	0	0	0	1	0	0		avocat / conseiller d'Etat	droit / Conseil d'Etat	VDAS	VDAC	24/07/2006	24/11/2010	BS	1	0	0
5461	Neyroud	NEYROUD	Charles			H	1863-1913	La Rippe sur Nyon	1863		1913	06/02/1913	0	0	0	0	1	0	0		enseignant  / traducteur	enseignement / traduction	VDAS	VDAC	24/07/2006	17/10/2013	BS	0	22	0
5462	Vetter	VETTER	Jean-Jacques			H	1826-1913		1826	1826.06.11	1913	11/03/1913	0	0	0	0	1	0	0		botaniste	botanique	ParVDAS	ParVDAC	24/07/2006	19/10/2012	TD	0	8	0
5463	Nicod	NICOD	Victor			H	1851-1918		1851		1918		0	0	0	0	1	0	0		notaire / président du Grand Conseil 1913 / député	notariat / conseil d'Etat / Grand Conseil	VDAS	VDAC	24/07/2006	14/04/2010	BS	1	0	0
5466	Rouge	ROUGE	François			H	-1913		0		1913		0	0	0	0	1	0	0		libraire	librairie	VDAS	VDAC	25/07/2006	20/03/2010	BS	1	0	0
5467	Lagier	LAGIER	Juste	Juste-François Lagier	Juste-François	H	1850-1914	Aubonne	1850	1850.06.02	1914	04/01/1914	0	0	0	0	1	0	0		député / président Société vaudoise de secours mutuels / pasteur  / Eglise nationale	Grand Conseil / Conseil national / religion Eglise nationale /	VDAS	VDAC	25/07/2006	24/10/2013	BS	1	0	0
5468	Despland	DESPLAND	Maurice			H	1851-1914	Allens	1851	1851.03.17	1914	27/01/1914	0	0	0	0	1	0	0		député	Conseil national	 	 	25/07/2006	28/10/2013	BS	1	0	0
5469	Savary	SAVARY	Jules			H	-1866		1866		9999		0	0	0	0	1	0	0		pasteur / directeur Ecoles normales vaudoises	religion  / Ecole normale	VDAC	 	25/07/2006	14/03/2010	BS	1	0	0
5470	Meuron	MEURON	Edouard de	Charles-Edouard de Meuron		H	1863-1950		1863	1863.07.21	1950	23/12/1950	0	0	0	0	1	0	0		colonel	armée	ParVDAS	VDAC	25/07/2006	17/10/2013	BS	1	0	0
5472	Calame	CALAME	Paul			H	1881-1919		1881		1918		0	0	0	0	0	0	0		médecin / enseignant	médecine / enseignement			25/07/2006	24/11/2006		1	0	0
5473	Rambert	RAMBERT	Louis			H	1839-1919	Lausanne	1839	1839.03.24	1919	13/01/1919	0	0	0	0	1	0	0		administrateur	tabac	VDAS	VDAC	25/07/2006	14/11/2013	BS	1	0	0
5475	Rambert	RAMBERT	Paul			H	1866-1932		1866		1932		0	0	0	0	1	0	0		juriste / enseignant droit / UNIL 	droit enseignement UNIL 	VDAS	VDAC	26/07/2006	30/03/2010	BS	1	0	0
5476	Rambert	RAMBERT	Frédéric			H	1841-1880		1841	16/11/1941	1880	1880.02.03	0	0	0	0	1	0	0		théologien / enseignant 1870-1880/ Faculté théologie Eglise évangélique libre 	théologie / enseignement Eglise évangélique libre 1870-1880	VDAS	VDAC	26/07/2006	02/06/2016	BS	1	0	0
5478	Jaccard	JACCARD	Henri			H	1844-1922		1844	1844.11.05	1922	13/06/1922	0	0	0	0	1	0	0		botaniste / scientifique	botanique / sciences naturelles	VDAS	VDAC	26/07/2006	19/10/2012	TD	0	2	0
5479	Reymond-Gunthert	REYMOND-GUNTHERT	Charles			H	1871-1941		1871		1941		0	0	0	0	1	0	0		sculpteur	sculpture	VDAC	 	26/07/2006	23/03/2010	BS	1	0	0
5480	Foretay	FORETAY	Alfred	Alfred Jean Foretay, Jean Alfred Foretay, Jean-Alfred Foretay		H	1861-1944	Morges	1861	1861.01.12	1944	01/09/1944	0	0	0	0	1	0	0		sculpteur, peintre	sculpure, peinture	 	 	26/07/2006	28/10/2013	BS	1	0	0
5481	Vautier	VAUTIER	Otto			H	1863-1919	Düsseldorf	1863	1863.09.09	1919	13/11/1919	0	0	0	0	1	0	0		peintre	peinture	ParVDAC	 	26/07/2006	17/10/2013	BS	1	0	0
5482	Gonin	GONIN	Caroline			F	1830-1892		1830		1892		0	0	0	0	1	0	0		peintre	peinture			26/07/2006	11/09/2006		1	0	0
5483	Vallotton	VALLOTTON	Paul			H	1841-1920		1841		1920		0	0	0	0	1	0	0		pasteur / enseignant / théologien	religion  / 	VDAS	 	26/07/2006	15/02/2010	BS	1	0	0
5484	Muralt	MURALT	Jean de			H	1862-1935		1862		1935		0	0	0	0	1	0	0		député  / président  Grand Conseil  / journaliste / juriste / homme politique	Grand Conseil / journalisme / politique	VDAC	VDAC	26/07/2006	06/06/2017	BS	1	0	0
5485	Gonin	GONIN	Edouard			H	1842-1926		1842		1926		0	0	0	0	1	0	0		imprimeur	imprimerie			26/07/2006	22/12/2006		1	0	0
5486	Soutter	SOUTTER	Jeanne			F	1876-1916		1876		1916	29/07/1916	0	0	0	0	1	0	0		cantatrice / chanteuse	chant / air lyrique	VDAC	 	26/07/2006	25/05/2017	BS	0	0	0
5487	Turrian	TURRIAN	Emile-David			H	1869-1906		1869	1869.04.26	1906	21/04/1906	0	0	0	0	1	0	0	turre	peintre	peinture	VDAC	 	26/07/2006	24/10/2012	TD	0	0	0
5488	Herzen	HERZEN	Alexandre			H	1839-1906	Wladimir	1839	1839.06.25	1906	24/08/1906	0	0	0	0	1	0	0	herz	enseignant UNIL / physiologie	enseignement / physiologie	ParVDAS	VDAC	26/07/2006	14/11/2013	BS	1	0	0
5489	Rochat	ROCHAT	Paul			H	-1858		1858		9999		0	0	0	0	1	0	0		journaliste	presse / journalisme	VDAS	VDAC	26/07/2006	21/03/2010	BS	1	0	0
5491	Guiguer de Prangins	GUIGUER DE PRANGINS	Charles 			H	1846-1907		1846	1846.12.14	1907	05/02/1907	0	0	0	0	1	0	0		ingénieur	génie civil	VDAS	VDAC	27/07/2006	09/10/2016	BS	0	2	0
5492	Schnetzler	SCHNETZLER	André			H	1855-1911		1855		1911		0	0	0	0	1	0	0		avocat / syndic	droit / municipalité	VDAS	 	27/07/2006	14/03/2010	BS	1	0	0
5493	Rochat-Mercier	ROCHAT-MERCIER	Frédéric			H	-1867		1867		9999		0	0	0	0	1	0	0		ingénieur civil / conseiller municipal /	génie civil / municipalité	VDAS	 	27/07/2006	21/03/2010	BS	1	0	0
5494	Chatelanat	CHATELANAT	Charles	Charles Chatelanat-Mercier		H	1833-1907	Yverdon-les-Bains	1833	1833.04.10	1907	24/11/1907	0	0	0	0	1	0	0		pasteur / écrivain / poète / zofinguien	théologie / littérature / poésie / Société de Zofingue	VDAC	 	27/07/2006	27/11/2013	BS	0	7	0
5495	Couvreu	COUVREU	Edouard	Roland-Charles-Edouard Couvreu de Deckersberg		H	1824-1908		1824		1908		0	0	0	0	1	0	0		syndic  / Conseiller municipal 	municipalité / Vevey	ParVDAS	 	27/07/2006	01/04/2010	BS	1	0	0
5496	Chuard	CHUARD	J.-Louis			H	1827-1908		1827		1908		0	0	0	0	1	0	0		conseiller d'Etat / préfet / colonel	Conseil d'Etat / préfecture / militaire			27/07/2006	22/11/2006		1	0	0
5497	Jaton	JATON	Alfred			H	1862-1936		1862		1936		0	0	0	0	1	0	0		géomètre / président du Grand Conseil (1908)	cadastre / Morges	VDAS	VDAC	27/07/2006	18/07/2010	BS	1	0	0
5498	Rubattel-Chuard	RUBATTEL-CHUARD	Ernest			H	1865-1908		1865		1908		0	0	0	0	1	0	0		conseiller d'Etat	Conseil d'Etat	VDAS	VDAC	27/07/2006	20/03/2010	BS	1	0	0
5500	Roguin	ROGUIN	Jules			H	1823-1908		1823		1908		0	0	0	0	1	0	0		conseiller d'Etat	Conseil d'Etat	VDAC	VDAS	27/07/2006	21/03/2010	BS	1	0	0
5503	Burnat	BURNAT	Emile			H	1828-1920	Vevey	1828	1828.10.31	1920	31/08/1920	0	0	0	0	1	0	0	burem	ingénieur / botaniste	génie civil / botanique	VDAS	VDAC	28/07/2006	24/10/2016	BS	0	21	0
5505	Baud	BAUD	Charles		Charles-Henri Alphonse Baud, dit Commandant Baud	H	1825-1908		1825		1908		0	0	0	0	1	0	0		député / conseiller d'Etat	Grand Conseil / Conseil d'Etat	VDAS	VDAC	28/07/2006	27/02/2011	BS	1	0	0
5506	Gayrhos	GAYRHOS	Eugène		Eugen Gayrhos	H	1843-1909	Kempten (Bavière)	1843	1843.09.04	1909	21/01/1909	1	0	0	0	1	0	0		pianiste /  compositeur	piano / musique / Conservatoire	TempVDA	 	28/07/2006	25/02/2014	FRU	0	6	0
5507	Tallichet	TALLICHET	Edouard			H	1828-1911		1828		1911		0	0	0	0	1	0	0		directeur de publication / Bibliothèque universelle	journaliste / rédacteur	VDAS	VDAC	28/07/2006	02/03/2011	BS	1	0	0
5508	Tardent	TARDENT	Auguste			H	-1909		0		1909		0	0	0	0	1	0	0		enseignant / émigré vaudois	enseignement / Tbilissi	VDAS	 	28/07/2006	07/03/2010	BS	1	0	0
5509	Frossard	FROSSARD	Jules			H	1835-1909		1835	1835.12.23	1909	22/02/1909	0	0	0	0	1	0	0		commerçant tabac / industriel	commerce tabac / industrie du tabac	VDAS	VDAC	28/07/2006	23/10/2012	TD	0	22	0
5510	Couvreu	COUVREU	Aloys			H	-1834		1834		9999		0	0	0	0	1	0	0		philanthrope	patronage			28/07/2006	24/11/2006		1	0	0
5511	Borgeaud	BORGEAUD	Louis			H	-1849		1849		9999		0	0	0	0	1	0	0		préfet (Lausanne) / directeur Arsenal (Morges) / directeur Hôpital cantonal	préfecture  / Arsenal / Hôpital cantonal	VDAS	VDAC	28/07/2006	12/12/2010	BS	1	0	0
5512	Ehrenberg	EHRENBERG	Carl		Carl Emil Theodor Ehrenberg	H	1878-1962	Dresde	1878	1878.04.06	1962	26/02/1962	1	0	0	0	1	0	0		musicien /chef d'orchestre / compositeur	musique / direction d'orchestre / composition	 	 	28/07/2006	06/08/2013	TD	0	17	0
5513	Campiche	Campiche	Ami			H	1846-1911		1846	1846.04.04	1911	13/02/1911	0	0	0	0	1	0	0		inspecteur des fabriques / conseiller national	politique / Conseil national	VDAS	 	28/07/2006	10/11/2015	BS	0	7	0
5517	Duboux	DUBOUX	Olivier			H	19..		0		9999		0	0	0	0	0	0	1						03/08/2006			1	0	0
5518	Subilia	SUBILIA	Charles			H	18..		0		9999		0	0	0	0	1	0	0				VDAS	 	03/08/2006	13/03/2010	BS	1	0	0
5519	Andreani	ANDREANI	Roméo			H	-1972	Delémont	1972		9999		0	0	0	0	0	0	1		cinéaste	cinéma d'animation	ParVDAC	 	03/08/2006	31/10/2013	BS	1	0	0
5521	Gentizon	GENTIZON	Paul			H	1885-1955	Yvorne	1885	1885.11.24	1955	18/08/1955	0	0	0	0	1	0	0	gent	 journaliste / écrivain /	journalisme / littérature	VDAS	VDAC	04/08/2006	27/12/2016	BS	1	0	0
5522	Crousaz	CROUSAZ	Rodolphe de			H	1710-1776		1710		1776		0	0	0	1	0	0	0						04/08/2006	11/09/2006		1	0	0
5523	Bridel	BRIDEL	Eugène			H	1860-1929		1860		1929		0	0	0	0	1	0	0		pasteur /  Eglise libre / 	religion / Eglise libre / Alice Bridel-Boiccau 1864 - 16 octobre 1946	VDAS	VDAC	04/08/2006	29/01/2015	BS	1	0	0
5524	Kohler	KOHLER	Alfred			H	1854-1929		1854		1929		0	0	0	0	1	0	0		médecin / directeur Cery /	mldecine / Cery / armée	VDAS	VDAC	04/08/2006	07/07/2010	BS	1	0	0
5525	Gaillard	GAILLARD	Georges			H	1865-1929		1865		1929		0	0	0	0	1	0	0		enseignant / naturaliste / botaniste	enseignement / botanique			04/08/2006	24/11/2006		1	0	0
5526	Ribaupierre	RIBAUPIERRE	Emile de			H	1858-1929		1858		1929		0	0	0	0	1	0	0		horticulteur / mécène	horticulture / mécénat	VDAS	 	04/08/2006	20/12/2011	VM	1	0	0
5527	Duplain	DUPLAIN	Justin	Pierre Deslandes 		H	1885-1943	Neuchâtel	1885	1885.03.18	1943	1943	0	0	0	0	1	0	0		journaliste / écrivain	littérature / journalisme	VDAC	VDAS	04/08/2006	25/11/2016	BS	1	0	0
5528	La Harpe	LA HARPE	Jean de	Jean Jacques Charles de La Harpe		H	1802-1877		1802		1877		0	0	0	0	1	0	0		médecin / naturaliste /	médecine / sciences naturelles / phalènes	VDAC	 	04/08/2006	23/06/2010	BS	1	0	0
5529	Tardent	TARDENT	Henri-Alexis	Henry-Alexis Tardent		H	1853-1929		1853		1929		0	0	0	0	1	0	0		journaliste	journalisme	VDAS	VDAC	04/08/2006	07/03/2010	BS	1	0	0
5530	Meylan-Faure	MEYLAN-FAURE	Henri			H	1860-1929		1860		1929		0	0	0	0	1	0	0		enseignant / grec	enseignement / grec	VDAS	VDAC	04/08/2006	01/06/2010	BS	1	0	0
5531	Lang	LANG	Hermann			H	1883-1977		1883		1977		1	0	0	0	1	0	0		musicien / chef de choeur / compositeur	musique / direction de choeur / composition	 	 	04/08/2006	16/11/2012	SUK	0	0	0
5532	Pflüger	PFLUEGER	Charles		Charles Pfluger	H	1849-1927		1849		1927		0	0	0	0	1	0	0		directeur Bazar vaudois	commerce	VDAS	VDAC	04/08/2006	09/06/2010	JH	1	0	0
5533	Lambelet	LAMBELET		Famille Lambelet					0		9999		0	0	0	0	0	0	0	lamb	famille		ParVDAC	 	07/08/2006	23/06/2010	BS	1	0	0
5534	Bégos	BEGOS	Louis-Marc-François 			H	1784-1859		1784		1859		0	0	0	1	0	0	0		militaire / lieutenant-colonel	carrière  militaire	VDAS	VDAC	08/08/2006	20/09/2013	BS	1	0	0
5535	Budé	BUDE	Alexandre de			H			0		9999		0	0	0	0	1	0	0		instructeur / chasseur	cavalerie / chasse			08/08/2006	23/11/2006		1	0	0
5537	Visdei	VISDEI	Anca			F	-1954		1954		9999		0	0	0	0	0	0	1	visa	metteur en scène / écrivain / dramaturge	théâtre / mise en scène / littérature	TempVDA	 	14/08/2006	14/07/2011	BS	0	14	0
5538	Juvet	JUVET	Patrick			H	-1950	Montreux	1950	21/08/1950	9999		1	0	0	0	0	0	1	juvp	musicien / chanteur	musique / chant / variété / disco	VDAC	 	16/08/2006	31/07/2013	FRU	0	0	0
5539	Clément	CLEMENT	Gilles			H			0		9999		0	0	0	0	0	0	1		paysagiste	jardin / parc			16/08/2006			1	0	0
5540	Raemy	RAEMY	Daniel de			H	-1956		1956		9999		0	0	0	0	0	0	1		historien /  	histoire / patrimoine	VDAS	 	16/08/2006	01/04/2010	BS	1	0	0
5541	Danthine	DANTHINE	Renée-Paule			F	-1949	Belgique	1949	28/12/1949	9999		0	0	0	0	0	0	1		peintre	beaux-arts / peinture	ParVDAC	 	16/08/2006	27/12/2016	BS	1	0	0
5542	Ronjat	RONJAT	Etienne			H	1657-1737		1657	1657.06.02	1737	1737.02.25	0	0	1	0	0	0	0		médecin / chirurgien	médecine / religion / protestantisme	ParVDAC	VDAC	16/08/2006	09/12/2016	BS	1	0	0
5543	Bretholz	BRETHOLZ	Aude			F	-1981		1981		9999		0	0	0	0	0	0	1		ballerine / danseuse classique	danse classique / ballet	VDAS	VDAC	16/08/2006	13/03/2011	BS	1	0	0
5544	Pillevuit	PILLEVUIT	Anne			F			0		9999		0	0	0	0	0	0	1		libraire	édition / littérature	VDAS	 	18/08/2006	02/04/2010	BS	1	0	0
5545	Kasper	KASPER	Lia			F	-1934		1934		9999		0	0	0	0	0	0	1		galeriste	beaux-arts / galerie	ParVDAS	 	21/08/2006	05/07/2010	BS	1	0	0
5546	Gétaz	GETAZ	Edouard			H	-1973		1973		9999		0	0	0	0	0	0	1		réalisateur	cinéma / réalisation	VDAC		21/08/2006	03/04/2009	TD	1	0	0
5547	Brouard	BROUARD	Michel			H	-1945		1945		9999		0	0	0	0	0	0	1	brou	directeur  Canal NV / écrivain	télévision / littérature	ParVDAS	ParVDAC	21/08/2006	13/03/2013	BS	0	0	0
5548	Favre	FAVRE	Gérald			H	-1952		1952		9999		0	0	0	0	0	0	1		spéléologue	spéléologie	VDAS		21/08/2006	06/04/2009	TD	1	0	0
5549	The Evpatoria Report	THE EVPATORIA REPORT							0		9999		0	0	0	0	0	0	0		groupe rock	musique / rock	VDCollC	 	22/08/2006	07/03/2010	BS	1	0	0
5550	Willenegger	WILLENEGGER	Laurent			H	-1975		1975		9999		0	0	0	0	0	0	1		naturaliste / dessinateur / illustrateur	beaux-arts / dessin / illustration	VDAS	VDAC	22/08/2006	14/02/2010	BS	1	0	0
5551	Neff	NEFF	Olivier			H			0		9999		0	0	0	0	0	0	1		photographe	photographie	TempVDA	 	22/08/2006	15/04/2010	BS	1	0	0
5552	Guralumi	GURALUMI							0		9999		0	0	0	0	0	0	1		groupe de world music	musique / world music			22/08/2006			1	0	0
